question,document
Why does `st.session.submitted` keep getting set to `True` again after I click +1 or -1?,2e729f1271
What’s the best way to disable the buttons after the user submits text with the ask button?,2e729f1271
I’m trying to allow just one feedback vote per submission in Streamlit — why isn’t my session state behaving correctly?,2e729f1271
Is there a fix for Streamlit session attributes being reassigned even after one feedback button is pressed?,2e729f1271
"Why does docker-compose say ""streamlit: executable file not found in $PATH"" even though the app works normally on my machine?",e8df9f0d12
What should I check in my setup if a Streamlit app fails only when I start it with docker-compose?,e8df9f0d12
"Do I need a Dockerfile for a Streamlit app to run correctly in docker-compose, and what does it have to include?",e8df9f0d12
"How can I fix the OCI runtime create failed / exec: ""streamlit"" error when launching my Streamlit app with docker-compose?",e8df9f0d12
"After changing my docker-compose config for Streamlit, what command should I run to rebuild everything and start it again?",e8df9f0d12
Is the capstone project supposed to be done individually or can we submit it as a group?,0fab61eca2
Can two or more students work on the same capstone idea if each person handles a different part?,0fab61eca2
"If we collaborate on a bigger system, does each student need their own repo and separate piece to be graded?",0fab61eca2
Would a shared project still count if the work for each person can’t be checked separately?,0fab61eca2
Can we discuss the capstone with other students even though each final submission has to be independent?,0fab61eca2
"Do I have to turn in two capstone projects, or is it just one project with attempt 1 and attempt 2 meaning resubmission?",d5fc98925d
"If my first capstone submission gets rejected, can I fix it and submit again in the second window?",d5fc98925d
"What are the attempt #1 and attempt #2 submission windows for the capstone project, and do I need to make both?",d5fc98925d
"Can I submit a second project just for practice, and does it need to be on a different dataset and problem statement?",d5fc98925d
"If I miss the first capstone deadline, can I still catch up and submit in the second round?",d5fc98925d
Does joining the competition count as doing the capstone project?,e892d44e42
Can we submit the capstone as a team if we enter the math Kaggle competition together?,e892d44e42
Is the competition itself accepted instead of the individual capstone?,e892d44e42
"If I take part in the math Kaggle challenge, does that replace the capstone requirement?",e892d44e42
"Are teams allowed for the capstone, or is it only individual even if I join the competition?",e892d44e42
How will the capstone project be graded in this course?,9a2e2d2008
Who reviews my submitted capstone project?,9a2e2d2008
Do I also need to review other students' capstone projects?,9a2e2d2008
What happens if I don't grade the three projects I'm supposed to review?,9a2e2d2008
How is the final capstone score calculated from the peer reviews?,9a2e2d2008
When do we get assigned the projects we need to review or grade?,eae0fb50aa
How are the review assignments sent out after the deadline?,eae0fb50aa
Will each student be given one project or multiple projects to grade?,eae0fb50aa
What happens with the project assignments once submissions are closed?,eae0fb50aa
"Is there an Excel file with the review tasks, and how many projects will it include per person?",eae0fb50aa
"I already turned in my capstone project, so why am I still not able to review other projects yet?",a8a7fef016
"After the project deadline passes, how does the evaluation assignment work for reviewers?",a8a7fef016
"Can I pick which submitted projects I want to grade, or are they assigned automatically?",a8a7fef016
Why does the review page stay empty even though I’ve already submitted my own project?,a8a7fef016
Do we have to wait until the project list is released before we can start evaluating anything?,a8a7fef016
Where can I find some good project ideas or datasets for the capstone project?,e76a70cde3
Is there a GitHub page with example datasets and ideas for the LLM Zoomcamp project?,e76a70cde3
What should I check if I need tips and guidelines for choosing a project dataset?,e76a70cde3
Do you have a link with several project ideas and datasets for this capstone?,e76a70cde3
Where can I look for inspiration and guidance for the project topic and data?,e76a70cde3
"Do I actually need Airflow, Mage, or Kestra for the capstone ingestion part, or is a normal Python script enough?",d4f7c08ea1
Will I lose points on the ingestion pipeline if I don't use an orchestration tool for my project?,d4f7c08ea1
"Is a Jupyter notebook acceptable for the capstone data ingestion flow, and how many points would that get?",d4f7c08ea1
When does it make sense to add an orchestrator to the project instead of just using Python scripts?,d4f7c08ea1
"Should I include Airflow or another workflow tool just to satisfy the capstone rubric, or only if the data updates regularly?",d4f7c08ea1
How can I evaluate a recommender-style RAG project if I don’t have obvious question-answer ground truth?,9b0e2d6a47
What’s a good way to create synthetic ground truth queries for a RAG system that recommends items?,9b0e2d6a47
"How do I score retrieval quality for ranking-style RAG using things like hit rate, MRR, or NDCG?",9b0e2d6a47
When would NDCG be better than hit rate for a recommender or search-like RAG setup?,9b0e2d6a47
"Can I use an LLM as a judge to evaluate the end-to-end quality of my RAG answers, and how would that work?",9b0e2d6a47
My PDFs are huge and have lots of text — what chunking approach should I start with for the capstone?,6f2a8b3d10
"Is it worth trying to build a perfect chunker first, or should I just begin with simple fixed-size chunks?",6f2a8b3d10
"For long documents, would it help to have an LLM split them into sections instead of using plain token chunks?",6f2a8b3d10
"Can adding a short summary to each chunk improve retrieval, and how would I use it?",6f2a8b3d10
"For legal or financial docs, do I need BM25 on top of embeddings so exact terms don't get missed?",6f2a8b3d10
"What does reproducibility mean for the capstone project, and do reviewers need my API keys to check it?",e5d8a2c761
How should I set up my repo so someone can clone it and rebuild the project from scratch?,e5d8a2c761
Do I need to include a script or notebook that loads the data and rebuilds the search index?,e5d8a2c761
"What should go in the .env.example file, and should I commit my real .env file too?",e5d8a2c761
"How can I make sure reviewers can run my project without spending a lot of credits, and what versions should I pin?",e5d8a2c761
"Can I do the homework and capstone in JavaScript or Go instead of Python, or is Python basically required?",ea815eb858
"If I build my project with a non-Python stack like Rust or C#, what kind of README details do I need to include for the reviewer?",ea815eb858
"Is it okay to use TypeScript, Scala, or R for the final project, and will that make grading harder?",ea815eb858
"What instructions should I provide so someone can run my non-Python homework on Windows, macOS, and Linux?",ea815eb858
"If I choose another language for the course project, what level of setup and run commands should I document so it’s still easy to review?",ea815eb858
Where do I look for past LLM Zoomcamp capstone projects?,930286278d
Is there a place to browse submissions from previous LLM Zoomcamp cohorts?,930286278d
Can I see examples of earlier LLM Zoomcamp project repos somewhere?,930286278d
Where can I check what kind of capstone projects students submitted in 2024 and 2025?,930286278d
Do you have links to old LLM Zoomcamp projects so I can understand the expected project scope?,930286278d
